gufi,timestamp,airport,minutes_until_pushback,round_dep_stand_est,temperature,wind_direction,wind_speed,wind_gust,cloud_ceiling,visibility,cloud,lightning_prob,precip,aircraft_engine_class,aircraft_type,major_carrier,flight_type,est_push_min,difference
AAL1007.DEN.AUS.220504.1535.0149.TFM,5/5/2022 14:15,KDEN,71,5/5/2022 15:46,53,30,6,0,7,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,92,21
AAL1007.DEN.AUS.220504.1535.0149.TFM,5/5/2022 14:30,KDEN,56,5/5/2022 15:46,53,27,6,0,6,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,77,21
AAL1007.DEN.AUS.220504.1535.0149.TFM,5/5/2022 14:45,KDEN,41,5/5/2022 15:46,53,27,6,0,6,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,62,21
AAL1007.DEN.AUS.220504.1535.0149.TFM,5/5/2022 15:00,KDEN,26,5/5/2022 15:41,53,27,6,0,6,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,41,15
AAL1007.DEN.AUS.220504.1535.0149.TFM,5/5/2022 15:00,KDEN,26,5/5/2022 15:36,53,27,6,0,6,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,36,10
AAL1007.DEN.AUS.220504.1535.0149.TFM,5/5/2022 15:15,KDEN,11,5/5/2022 15:36,53,27,6,0,6,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,21,10
AAL1007.DEN.AUS.220505.1535.0117.TFM,5/6/2022 14:15,KDEN,75,5/6/2022 15:43,70,25,9,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,89,14
AAL1007.DEN.AUS.220505.1535.0117.TFM,5/6/2022 14:15,KDEN,75,5/6/2022 15:43,70,25,9,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,88,13
AAL1007.DEN.AUS.220505.1535.0117.TFM,5/6/2022 14:30,KDEN,60,5/6/2022 15:43,72,21,11,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,73,13
AAL1007.DEN.AUS.220505.1535.0117.TFM,5/6/2022 14:45,KDEN,45,5/6/2022 15:43,72,21,11,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,58,13
AAL1007.DEN.AUS.220505.1535.0117.TFM,5/6/2022 15:00,KDEN,30,5/6/2022 15:36,72,21,11,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,37,7
AAL1007.DEN.AUS.220505.1535.0117.TFM,5/6/2022 15:15,KDEN,15,5/6/2022 15:36,72,21,11,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,22,7
AAL1007.DEN.AUS.220506.1535.0134.TFM,5/7/2022 14:00,KDEN,85,5/7/2022 15:50,75,23,12,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,110,25
AAL1007.DEN.AUS.220506.1535.0134.TFM,5/7/2022 14:15,KDEN,70,5/7/2022 15:50,75,23,12,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,95,25
AAL1007.DEN.AUS.220506.1535.0134.TFM,5/7/2022 14:15,KDEN,70,5/7/2022 15:49,75,23,12,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,95,25
AAL1007.DEN.AUS.220506.1535.0134.TFM,5/7/2022 14:30,KDEN,55,5/7/2022 15:49,76,23,10,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,80,25
AAL1007.DEN.AUS.220506.1535.0134.TFM,5/7/2022 14:45,KDEN,40,5/7/2022 15:49,76,23,10,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,65,25
AAL1007.DEN.AUS.220506.1535.0134.TFM,5/7/2022 15:00,KDEN,25,5/7/2022 15:48,76,23,10,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,49,24
AAL1007.DEN.AUS.220506.1535.0134.TFM,5/7/2022 15:15,KDEN,10,5/7/2022 15:48,76,23,10,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,34,24
AAL1007.DEN.AUS.220507.1535.0122.TFM,5/8/2022 14:00,KDEN,87,5/8/2022 15:48,65,8,11,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,109,22
AAL1007.DEN.AUS.220507.1535.0122.TFM,5/8/2022 14:15,KDEN,72,5/8/2022 15:48,65,8,11,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,94,22
AAL1007.DEN.AUS.220507.1535.0122.TFM,5/8/2022 14:15,KDEN,72,5/8/2022 15:48,65,8,11,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,93,21
AAL1007.DEN.AUS.220507.1535.0122.TFM,5/8/2022 14:30,KDEN,57,5/8/2022 15:48,65,14,15,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,78,21
AAL1007.DEN.AUS.220507.1535.0122.TFM,5/8/2022 14:45,KDEN,42,5/8/2022 15:48,65,14,15,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,63,21
AAL1007.DEN.AUS.220507.1535.0122.TFM,5/8/2022 15:00,KDEN,27,5/8/2022 15:44,65,14,15,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,44,17
AAL1007.DEN.AUS.220507.1535.0122.TFM,5/8/2022 15:15,KDEN,12,5/8/2022 15:44,65,14,15,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,29,17
AAL1007.DEN.AUS.220508.1535.0058.TFM,5/9/2022 14:00,KDEN,88,5/9/2022 15:49,62,33,20,28,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,110,22
AAL1007.DEN.AUS.220508.1535.0058.TFM,5/9/2022 14:15,KDEN,73,5/9/2022 15:49,62,33,20,28,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,95,22
AAL1007.DEN.AUS.220508.1535.0058.TFM,5/9/2022 14:30,KDEN,58,5/9/2022 15:34,60,36,12,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,65,7
AAL1007.DEN.AUS.220508.1535.0058.TFM,5/9/2022 14:45,KDEN,43,5/9/2022 15:34,60,36,12,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,50,7
AAL1007.DEN.AUS.220508.1535.0058.TFM,5/9/2022 15:00,KDEN,28,5/9/2022 15:43,60,36,12,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,44,16
AAL1007.DEN.AUS.220508.1535.0058.TFM,5/9/2022 15:00,KDEN,28,5/9/2022 15:45,60,36,12,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,45,17
AAL1007.DEN.AUS.220508.1535.0058.TFM,5/9/2022 15:00,KDEN,28,5/9/2022 15:40,60,36,12,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,40,12
AAL1007.DEN.AUS.220508.1535.0058.TFM,5/9/2022 15:15,KDEN,13,5/9/2022 15:40,60,36,12,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,25,12
AAL1007.DEN.AUS.220509.1535.0091.TFM,5/10/2022 14:00,KDEN,86,5/10/2022 15:46,57,11,11,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,107,21
AAL1007.DEN.AUS.220509.1535.0091.TFM,5/10/2022 14:15,KDEN,71,5/10/2022 15:46,57,11,11,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,92,21
AAL1007.DEN.AUS.220509.1535.0091.TFM,5/10/2022 14:15,KDEN,71,5/10/2022 15:46,57,11,11,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,91,20
AAL1007.DEN.AUS.220509.1535.0091.TFM,5/10/2022 14:30,KDEN,56,5/10/2022 15:46,57,12,17,24,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,76,20
AAL1007.DEN.AUS.220509.1535.0091.TFM,5/10/2022 14:45,KDEN,41,5/10/2022 15:46,57,12,17,24,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,61,20
AAL1007.DEN.AUS.220509.1535.0091.TFM,5/10/2022 15:00,KDEN,26,5/10/2022 15:41,57,12,17,24,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,41,15
AAL1007.DEN.AUS.220509.1535.0091.TFM,5/10/2022 15:15,KDEN,11,5/10/2022 15:41,57,12,17,24,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,26,15
AAL1007.DEN.AUS.220510.1535.0088.TFM,5/11/2022 14:00,KDEN,86,5/11/2022 15:43,70,23,8,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,104,18
AAL1007.DEN.AUS.220510.1535.0088.TFM,5/11/2022 14:15,KDEN,71,5/11/2022 15:43,70,23,8,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,89,18
AAL1007.DEN.AUS.220510.1535.0088.TFM,5/11/2022 14:15,KDEN,71,5/11/2022 15:41,70,23,8,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,87,16
AAL1007.DEN.AUS.220510.1535.0088.TFM,5/11/2022 14:30,KDEN,56,5/11/2022 15:41,72,22,7,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,72,16
AAL1007.DEN.AUS.220510.1535.0088.TFM,5/11/2022 14:45,KDEN,41,5/11/2022 15:41,72,22,7,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,57,16
AAL1007.DEN.AUS.220510.1535.0088.TFM,5/11/2022 15:00,KDEN,26,5/11/2022 15:36,72,22,7,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,37,11
AAL1007.DEN.AUS.220510.1535.0088.TFM,5/11/2022 15:15,KDEN,11,5/11/2022 15:36,72,22,7,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,22,11
AAL1007.DEN.AUS.220511.1535.0119.TFM,5/12/2022 14:00,KDEN,97,5/12/2022 15:13,62,16,12,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,74,-23
AAL1007.DEN.AUS.220511.1535.0119.TFM,5/12/2022 14:15,KDEN,82,5/12/2022 15:13,62,16,12,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,59,-23
AAL1007.DEN.AUS.220511.1535.0119.TFM,5/12/2022 14:30,KDEN,67,5/12/2022 15:13,62,5,11,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,44,-23
AAL1007.DEN.AUS.220511.1535.0119.TFM,5/12/2022 14:30,KDEN,67,5/12/2022 15:12,62,5,11,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,42,-25
AAL1007.DEN.AUS.220511.1535.0119.TFM,5/12/2022 14:45,KDEN,52,5/12/2022 15:12,62,5,11,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,27,-25
AAL1007.DEN.AUS.220511.1535.0119.TFM,5/12/2022 15:00,KDEN,37,5/12/2022 15:18,62,5,11,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,19,-18
AAL1007.DEN.AUS.220511.1535.0119.TFM,5/12/2022 15:15,KDEN,22,5/12/2022 15:18,62,5,11,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,4,-18
AAL1007.DEN.AUS.220512.1535.0160.TFM,5/13/2022 14:00,KDEN,87,5/13/2022 15:47,71,21,18,24,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,108,21
AAL1007.DEN.AUS.220512.1535.0160.TFM,5/13/2022 14:15,KDEN,72,5/13/2022 15:47,71,21,18,24,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,93,21
AAL1007.DEN.AUS.220512.1535.0160.TFM,5/13/2022 14:30,KDEN,57,5/13/2022 15:47,69,20,18,25,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,78,21
AAL1007.DEN.AUS.220512.1535.0160.TFM,5/13/2022 14:45,KDEN,42,5/13/2022 15:47,69,20,18,25,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,63,21
AAL1007.DEN.AUS.220512.1535.0160.TFM,5/13/2022 15:00,KDEN,27,5/13/2022 15:40,69,20,18,25,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,41,14
AAL1007.DEN.AUS.220512.1535.0160.TFM,5/13/2022 15:00,KDEN,27,5/13/2022 15:38,69,20,18,25,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,39,12
AAL1007.DEN.AUS.220512.1535.0160.TFM,5/13/2022 15:15,KDEN,12,5/13/2022 15:38,69,20,18,25,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,24,12
AAL1007.DEN.AUS.220513.1535.0048.TFM,5/14/2022 14:15,KDEN,72,5/14/2022 15:47,71,24,6,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,93,21
AAL1007.DEN.AUS.220513.1535.0048.TFM,5/14/2022 14:30,KDEN,57,5/14/2022 15:47,73,18,7,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,78,21
AAL1007.DEN.AUS.220513.1535.0048.TFM,5/14/2022 14:45,KDEN,42,5/14/2022 15:47,73,18,7,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,63,21
AAL1007.DEN.AUS.220513.1535.0048.TFM,5/14/2022 15:00,KDEN,27,5/14/2022 15:38,73,18,7,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,38,11
AAL1007.DEN.AUS.220513.1535.0048.TFM,5/14/2022 15:00,KDEN,27,5/14/2022 15:39,73,18,7,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,40,13
AAL1007.DEN.AUS.220513.1535.0048.TFM,5/14/2022 15:15,KDEN,12,5/14/2022 15:39,73,18,7,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,25,13
AAL1007.DEN.AUS.220514.1535.0077.TFM,5/15/2022 14:15,KDEN,73,5/15/2022 15:50,69,5,10,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,96,23
AAL1007.DEN.AUS.220514.1535.0077.TFM,5/15/2022 14:30,KDEN,58,5/15/2022 15:50,66,6,17,23,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,81,23
AAL1007.DEN.AUS.220514.1535.0077.TFM,5/15/2022 14:45,KDEN,43,5/15/2022 15:50,66,6,17,23,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,66,23
AAL1007.DEN.AUS.220514.1535.0077.TFM,5/15/2022 15:00,KDEN,28,5/15/2022 15:40,66,6,17,23,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,41,13
AAL1007.DEN.AUS.220514.1535.0077.TFM,5/15/2022 15:00,KDEN,28,5/15/2022 15:42,66,6,17,23,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,43,15
AAL1007.DEN.AUS.220514.1535.0077.TFM,5/15/2022 15:15,KDEN,13,5/15/2022 15:42,66,6,17,23,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,28,15
AAL1007.DEN.AUS.220605.1530.0143.TFM,6/6/2022 14:15,KDEN,64,6/6/2022 15:24,67,36,7,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,70,6
AAL1007.DEN.AUS.220605.1530.0143.TFM,6/6/2022 14:15,KDEN,64,6/6/2022 15:26,67,36,7,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,71,7
AAL1007.DEN.AUS.220605.1530.0143.TFM,6/6/2022 14:30,KDEN,49,6/6/2022 15:26,64,11,7,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,56,7
AAL1007.DEN.AUS.220605.1530.0143.TFM,6/6/2022 14:45,KDEN,34,6/6/2022 15:26,64,11,7,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,41,7
AAL1007.DEN.AUS.220605.1530.0143.TFM,6/6/2022 15:00,KDEN,19,6/6/2022 15:19,64,11,7,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,20,1
AAL1007.DEN.AUS.220605.1530.0143.TFM,6/6/2022 15:15,KDEN,4,6/6/2022 15:22,64,11,7,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,7,3
AAL1007.DEN.AUS.220606.1530.0209.TFM,6/7/2022 14:15,KDEN,67,6/7/2022 15:34,61,21,4,0,5,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,79,12
AAL1007.DEN.AUS.220606.1530.0209.TFM,6/7/2022 14:30,KDEN,52,6/7/2022 15:34,63,23,4,0,5,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,64,12
AAL1007.DEN.AUS.220606.1530.0209.TFM,6/7/2022 14:45,KDEN,37,6/7/2022 15:40,63,23,4,0,5,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,56,19
AAL1007.DEN.AUS.220606.1530.0209.TFM,6/7/2022 15:00,KDEN,22,6/7/2022 15:27,60,25,3,0,4,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,28,6
AAL1007.DEN.AUS.220606.1530.0209.TFM,6/7/2022 15:15,KDEN,7,6/7/2022 15:27,60,25,3,0,4,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,13,6
AAL1007.DEN.AUS.220607.1530.0173.TFM,6/8/2022 14:15,KDEN,69,6/8/2022 15:34,65,11,5,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,79,10
AAL1007.DEN.AUS.220607.1530.0173.TFM,6/8/2022 14:15,KDEN,69,6/8/2022 15:34,65,11,5,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,80,11
AAL1007.DEN.AUS.220607.1530.0173.TFM,6/8/2022 14:30,KDEN,54,6/8/2022 15:34,66,13,4,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,65,11
AAL1007.DEN.AUS.220607.1530.0173.TFM,6/8/2022 14:45,KDEN,39,6/8/2022 15:34,66,13,4,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,50,11
AAL1007.DEN.AUS.220607.1530.0173.TFM,6/8/2022 15:00,KDEN,24,6/8/2022 15:34,66,13,4,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,35,11
AAL1007.DEN.AUS.220607.1530.0173.TFM,6/8/2022 15:15,KDEN,9,6/8/2022 15:36,66,13,4,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,22,13
AAL1007.DEN.AUS.220608.1530.0177.TFM,6/9/2022 14:00,KDEN,82,6/9/2022 15:34,71,30,7,0,8,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,95,13
AAL1007.DEN.AUS.220608.1530.0177.TFM,6/9/2022 14:15,KDEN,67,6/9/2022 15:34,71,30,7,0,8,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,80,13
AAL1007.DEN.AUS.220608.1530.0177.TFM,6/9/2022 14:15,KDEN,67,6/9/2022 15:34,71,30,7,0,8,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,80,13
AAL1007.DEN.AUS.220608.1530.0177.TFM,6/9/2022 14:30,KDEN,52,6/9/2022 15:34,69,30,7,0,8,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,65,13
AAL1007.DEN.AUS.220608.1530.0177.TFM,6/9/2022 14:45,KDEN,37,6/9/2022 15:34,69,30,7,0,8,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,50,13
AAL1007.DEN.AUS.220608.1530.0177.TFM,6/9/2022 15:00,KDEN,22,6/9/2022 15:34,69,30,7,0,8,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,35,13
AAL1007.DEN.AUS.220608.1530.0177.TFM,6/9/2022 15:15,KDEN,7,6/9/2022 15:34,69,30,7,0,8,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,20,13
AAL1007.DEN.AUS.220609.1531.0149.TFM,6/10/2022 14:00,KDEN,85,6/10/2022 15:34,76,22,5,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,94,9
AAL1007.DEN.AUS.220609.1531.0149.TFM,6/10/2022 14:15,KDEN,70,6/10/2022 15:34,76,22,5,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,79,9
AAL1007.DEN.AUS.220609.1531.0149.TFM,6/10/2022 14:15,KDEN,70,6/10/2022 15:35,76,22,5,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,80,10
AAL1007.DEN.AUS.220609.1531.0149.TFM,6/10/2022 14:30,KDEN,55,6/10/2022 15:35,78,16,3,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,65,10
AAL1007.DEN.AUS.220609.1531.0149.TFM,6/10/2022 14:45,KDEN,40,6/10/2022 15:35,78,16,3,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,50,10
AAL1007.DEN.AUS.220609.1531.0149.TFM,6/10/2022 15:00,KDEN,25,6/10/2022 15:35,78,16,3,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,35,10
AAL1007.DEN.AUS.220609.1531.0149.TFM,6/10/2022 15:15,KDEN,10,6/10/2022 15:35,78,16,3,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,20,10
AAL1007.DEN.AUS.220610.1530.0160.TFM,6/11/2022 14:00,KDEN,89,6/11/2022 15:34,86,25,7,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,95,6
AAL1007.DEN.AUS.220610.1530.0160.TFM,6/11/2022 14:15,KDEN,74,6/11/2022 15:34,86,25,7,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,80,6
AAL1007.DEN.AUS.220610.1530.0160.TFM,6/11/2022 14:30,KDEN,59,6/11/2022 15:34,86,24,7,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,65,6
AAL1007.DEN.AUS.220610.1530.0160.TFM,6/11/2022 14:45,KDEN,44,6/11/2022 15:34,86,24,7,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,50,6
AAL1007.DEN.AUS.220610.1530.0160.TFM,6/11/2022 15:00,KDEN,29,6/11/2022 15:34,86,24,7,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,35,6
AAL1007.DEN.AUS.220610.1530.0160.TFM,6/11/2022 15:15,KDEN,14,6/11/2022 15:34,86,24,7,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,20,6
AAL1007.DEN.AUS.220611.1530.0189.TFM,6/12/2022 14:00,KDEN,85,6/12/2022 15:37,81,33,7,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,98,13
AAL1007.DEN.AUS.220611.1530.0189.TFM,6/12/2022 14:15,KDEN,70,6/12/2022 15:37,81,33,7,0,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,83,13
AAL1007.DEN.AUS.220611.1530.0189.TFM,6/12/2022 14:30,KDEN,55,6/12/2022 15:37,81,36,7,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,68,13
AAL1007.DEN.AUS.220611.1530.0189.TFM,6/12/2022 14:45,KDEN,40,6/12/2022 15:37,81,36,7,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,53,13
AAL1007.DEN.AUS.220611.1530.0189.TFM,6/12/2022 15:00,KDEN,25,6/12/2022 15:37,81,36,7,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,38,13
AAL1007.DEN.AUS.220611.1530.0189.TFM,6/12/2022 15:15,KDEN,10,6/12/2022 15:37,81,36,7,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,23,13
AAL1007.DEN.AUS.220612.1530.0171.TFM,6/13/2022 14:00,KDEN,86,6/13/2022 15:36,90,23,15,22,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,96,10
AAL1007.DEN.AUS.220612.1530.0171.TFM,6/13/2022 14:15,KDEN,71,6/13/2022 15:36,90,23,15,22,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,81,10
AAL1007.DEN.AUS.220612.1530.0171.TFM,6/13/2022 14:15,KDEN,71,6/13/2022 15:37,90,23,15,22,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,82,11
AAL1007.DEN.AUS.220612.1530.0171.TFM,6/13/2022 14:30,KDEN,56,6/13/2022 15:37,93,23,13,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,67,11
AAL1007.DEN.AUS.220612.1530.0171.TFM,6/13/2022 14:45,KDEN,41,6/13/2022 15:37,93,23,13,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,52,11
AAL1007.DEN.AUS.220612.1530.0171.TFM,6/13/2022 15:00,KDEN,26,6/13/2022 15:37,93,23,13,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,37,11
